E09000005,Brent,51,South Asian language: Panjabi,1101
E09000005,Brent,52,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),28
E09000005,Brent,53,South Asian language: Bengali (with Sylheti and Chatgaya),630
E09000005,Brent,54,South Asian language: Gujarati,21513
E09000005,Brent,55,South Asian language: Marathi,268
E09000005,Brent,56,South Asian language: Telugu,271
E09000005,Brent,57,South Asian language: Tamil,4594
E09000005,Brent,58,South Asian language: Malayalam,576
E09000005,Brent,59,South Asian language: Sinhala,431
E09000005,Brent,60,South Asian language: Nepalese,1351
E09000005,Brent,61,South Asian language: Any other South Asian language,1271
E09000005,Brent,62,East Asian language: Mandarin Chinese,237
E09000005,Brent,63,East Asian language: Cantonese Chinese,384
E09000005,Brent,64,East Asian language: All other Chinese,866
E09000005,Brent,65,East Asian language: Japanese,227
E09000005,Brent,66,East Asian language: Korean,66
E09000005,Brent,67,East Asian language: Vietnamese,64
E09000005,Brent,68,East Asian language: Thai,128
E09000005,Brent,69,East Asian language: Malay,130
E09000005,Brent,70,East Asian language: Tagalog or Filipino,2109
E09000005,Brent,71,East Asian language: Any other East Asian language,236
E09000005,Brent,72,Oceanic or Australian language,6
E09000005,Brent,73,North or South American language,2
E09000005,Brent,74,Caribbean Creole: English-based Caribbean Creole,6
E09000005,Brent,75,Caribbean Creole: Any other Caribbean Creole,15
E09000005,Brent,76,African language: Amharic,245
E09000005,Brent,77,African language: Tigrinya,558
E09000005,Brent,78,African language: Somali,4201
E09000005,Brent,79,African language: Krio,7
E09000005,Brent,80,African language: Akan,298
E09000005,Brent,81,African language: Yoruba,103
E09000005,Brent,82,African language: Igbo,110
E09000005,Brent,83,African language: Swahili or Kiswahili,119
E09000005,Brent,84,African language: Luganda,29
E09000005,Brent,85,African language: Lingala,104
E09000005,Brent,86,African language: Shona,13
E09000005,Brent,87,African language: Afrikaans,18
E09000005,Brent,88,African language: Any other Nigerian language,38
E09000005,Brent,89,African language: Any other West African language,119
E09000005,Brent,90,African language: Any other African language,117
E09000005,Brent,91,Sign language: British Sign Language,210
E09000005,Brent,92,Sign language: Any other sign language,9
E09000005,Brent,93,Sign language: Any sign communication system,17
E09000005,Brent,94,Other language,82
